# name                         |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                            |functions                                                               |tier |freq 
'Acrobatic Energy Palm'        |2        |0           |23    |26       |3          |25        |50        |40      |{'energy', 'acrobatic', 'palm'}     |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']    |4    |2    
'Acrobatic Energy Punch'       |2        |0           |26    |23       |3          |25        |50        |40      |{'energy', 'punch', 'acrobatic'}    |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']    |4    |3    
'Acrobatic Flying Claw'        |2        |-1          |24    |30       |4          |30        |50        |25      |{'acrobatic', 'flying', 'claw'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |1    
'Acrobatic Flying Elbow'       |2        |-1          |36    |25       |4          |45        |60        |25      |{'elbow', 'acrobatic', 'flying'}    |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |1    
'Acrobatic Flying Headbutt'    |2        |-1          |48    |15       |4          |30        |60        |25      |{'acrobatic', 'flying', 'head'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |1    
'Acrobatic Flying Kick'        |4        |-1          |36    |30       |5          |45        |70        |25      |{'kick', 'acrobatic', 'flying'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |2    
'Acrobatic Flying Knee'        |2        |-1          |36    |30       |5          |45        |70        |25      |{'flying', 'acrobatic', 'knee'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |1    
'Acrobatic Flying Palm'        |3        |-1          |28    |26       |4          |30        |50        |25      |{'acrobatic', 'palm', 'flying'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |1    
'Acrobatic Flying Punch'       |3        |-1          |31    |23       |4          |30        |50        |25      |{'punch', 'flying', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |2    
'Acrobatic Headbutt'           |1        |0           |40    |15       |3          |25        |60        |20      |{'acrobatic', 'head'}               |['do_agility_based_dam', 'do_strength_based_dam']                       |2    |1    
'Acrobatic Kick'               |3        |0           |30    |30       |4          |38        |70        |20      |{'kick', 'acrobatic'}               |['do_agility_based_dam', 'do_strength_based_dam']                       |2    |3    
'Acrobatic Knee'               |1        |0           |30    |30       |4          |38        |70        |20      |{'acrobatic', 'knee'}               |['do_agility_based_dam', 'do_strength_based_dam']                       |2    |1    
'Acrobatic Lightning Claw'     |1        |0           |20    |30       |3          |25        |50        |40      |{'lightning', 'acrobatic', 'claw'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    
'Acrobatic Lightning Elbow'    |1        |0           |30    |25       |3          |38        |60        |40      |{'lightning', 'elbow', 'acrobatic'} |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    
'Acrobatic Lightning Headbutt' |1        |0           |40    |15       |3          |25        |60        |40      |{'lightning', 'acrobatic', 'head'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    

# name                          |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                             |functions                                                                                       |tier |freq 
'Acrobatic Lightning Kick'      |3        |0           |30    |30       |4          |38        |70        |40      |{'lightning', 'kick', 'acrobatic'}   |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                         |4    |3    
'Acrobatic Lightning Knee'      |1        |0           |30    |30       |4          |38        |70        |40      |{'lightning', 'acrobatic', 'knee'}   |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                         |4    |1    
'Acrobatic Lightning Palm'      |2        |0           |23    |26       |3          |25        |50        |40      |{'lightning', 'acrobatic', 'palm'}   |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                         |4    |2    
'Acrobatic Lightning Punch'     |2        |0           |26    |23       |3          |25        |50        |40      |{'lightning', 'punch', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                         |4    |3    
'Acrobatic Nerve Claw'          |1        |0           |20    |30       |3          |25        |50        |40      |{'nerve', 'acrobatic', 'claw'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                 |4    |1    
'Acrobatic Nerve Elbow'         |1        |0           |30    |25       |3          |38        |60        |40      |{'elbow', 'nerve', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                 |4    |1    
'Acrobatic Nerve Headbutt'      |1        |0           |40    |15       |3          |25        |60        |40      |{'nerve', 'acrobatic', 'head'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                 |4    |1    
'Acrobatic Nerve Kick'          |3        |0           |30    |30       |4          |38        |70        |40      |{'kick', 'nerve', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                 |4    |3    
'Acrobatic Nerve Knee'          |1        |0           |30    |30       |4          |38        |70        |40      |{'nerve', 'knee', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                 |4    |1    
'Acrobatic Nerve Palm'          |2        |0           |23    |26       |3          |25        |50        |40      |{'nerve', 'palm', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                 |4    |2    
'Acrobatic Nerve Punch'         |2        |0           |26    |23       |3          |25        |50        |40      |{'nerve', 'punch', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                 |4    |3    
'Acrobatic Onslaught Kick'      |3        |-2          |30    |30       |4          |45        |98        |40      |{'kick', 'acrobatic', 'onslaught'}   |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |2    
'Acrobatic Palm'                |2        |0           |23    |26       |3          |25        |50        |20      |{'acrobatic', 'palm'}                |['do_agility_based_dam', 'do_strength_based_dam']                                               |2    |2    
'Acrobatic Piercing Claw'       |1        |0           |20    |30       |3          |30        |50        |55      |{'piercing', 'acrobatic', 'claw'}    |['do_agility_based_dam', 'do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Piercing Elbow'      |1        |0           |30    |25       |3          |45        |60        |55      |{'piercing', 'elbow', 'acrobatic'}   |['do_agility_based_dam', 'do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Piercing Headbutt'   |1        |0           |40    |15       |3          |30        |60        |55      |{'piercing', 'acrobatic', 'head'}    |['do_agility_based_dam', 'do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Piercing Kick'       |3        |0           |30    |30       |4          |45        |70        |55      |{'kick', 'acrobatic', 'piercing'}    |['do_agility_based_dam', 'do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |3    
'Acrobatic Piercing Knee'       |1        |0           |30    |30       |4          |45        |70        |55      |{'piercing', 'acrobatic', 'knee'}    |['do_agility_based_dam', 'do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Piercing Palm'       |2        |0           |23    |26       |3          |30        |50        |55      |{'piercing', 'acrobatic', 'palm'}    |['do_agility_based_dam', 'do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |2    
'Acrobatic Piercing Punch'      |2        |0           |26    |23       |3          |30        |50        |55      |{'piercing', 'punch', 'acrobatic'}   |['do_agility_based_dam', 'do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |3    
'Acrobatic Punch'               |2        |0           |26    |23       |3          |25        |50        |20      |{'punch', 'acrobatic'}               |['do_agility_based_dam', 'do_strength_based_dam']                                               |2    |3    
'Acrobatic Retreating Claw'     |1        |1           |20    |30       |3          |28        |60        |25      |{'acrobatic', 'retreating', 'claw'}  |['do_agility_based_dam', 'do_strength_based_dam']                                               |3    |1    
'Acrobatic Retreating Elbow'    |1        |1           |30    |25       |3          |41        |72        |25      |{'elbow', 'acrobatic', 'retreating'} |['do_agility_based_dam', 'do_strength_based_dam']                                               |3    |1    
'Acrobatic Retreating Headbutt' |1        |1           |40    |15       |3          |28        |72        |25      |{'acrobatic', 'retreating', 'head'}  |['do_agility_based_dam', 'do_strength_based_dam']                                               |3    |1    
'Acrobatic Retreating Kick'     |3        |1           |30    |30       |4          |41        |84        |25      |{'kick', 'acrobatic', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                                               |3    |2    

# name                        |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                             |functions                                                          |tier |freq 
'Acrobatic Retreating Knee'   |1        |1           |30    |30       |4          |41        |84        |25      |{'acrobatic', 'retreating', 'knee'}  |['do_agility_based_dam', 'do_strength_based_dam']                  |3    |1    
'Acrobatic Retreating Palm'   |2        |1           |23    |26       |3          |28        |60        |25      |{'acrobatic', 'palm', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                  |3    |1    
'Acrobatic Retreating Punch'  |2        |1           |26    |23       |3          |28        |60        |25      |{'punch', 'retreating', 'acrobatic'} |['do_agility_based_dam', 'do_strength_based_dam']                  |3    |2    
'Acrobatic Shocking Claw'     |1        |0           |20    |30       |3          |25        |50        |40      |{'shocking', 'acrobatic', 'claw'}    |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    
'Acrobatic Shocking Elbow'    |1        |0           |30    |25       |3          |38        |60        |40      |{'shocking', 'elbow', 'acrobatic'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    
'Acrobatic Shocking Headbutt' |1        |0           |40    |15       |3          |25        |60        |40      |{'shocking', 'acrobatic', 'head'}    |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    
'Acrobatic Shocking Kick'     |3        |0           |30    |30       |4          |38        |70        |40      |{'shocking', 'kick', 'acrobatic'}    |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |3    
'Acrobatic Shocking Knee'     |1        |0           |30    |30       |4          |38        |70        |40      |{'shocking', 'acrobatic', 'knee'}    |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    
'Acrobatic Shocking Palm'     |2        |0           |23    |26       |3          |25        |50        |40      |{'shocking', 'acrobatic', 'palm'}    |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |2    
'Acrobatic Shocking Punch'    |2        |0           |26    |23       |3          |25        |50        |40      |{'shocking', 'punch', 'acrobatic'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |3    
'Acrobatic Solar Claw'        |1        |0           |20    |30       |3          |25        |50        |40      |{'acrobatic', 'solar', 'claw'}       |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']   |4    |1    
'Acrobatic Solar Elbow'       |1        |0           |30    |25       |3          |38        |60        |40      |{'elbow', 'acrobatic', 'solar'}      |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']   |4    |1    
'Acrobatic Solar Headbutt'    |1        |0           |40    |15       |3          |25        |60        |40      |{'acrobatic', 'solar', 'head'}       |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']   |4    |1    
'Acrobatic Solar Kick'        |3        |0           |30    |30       |4          |38        |70        |40      |{'kick', 'acrobatic', 'solar'}       |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']   |4    |3    
'Acrobatic Solar Knee'        |1        |0           |30    |30       |4          |38        |70        |40      |{'acrobatic', 'knee', 'solar'}       |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']   |4    |1    
'Acrobatic Solar Palm'        |2        |0           |23    |26       |3          |25        |50        |40      |{'acrobatic', 'palm', 'solar'}       |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']   |4    |2    
'Acrobatic Solar Punch'       |2        |0           |26    |23       |3          |25        |50        |40      |{'punch', 'acrobatic', 'solar'}      |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']   |4    |3    
'Advanced Acrobatic Claw'     |1        |0           |26    |39       |3          |40        |35        |55      |{'acrobatic', 'advanced', 'claw'}    |['do_agility_based_dam', 'do_strength_based_dam']                  |5    |1    
'Advanced Acrobatic Elbow'    |1        |0           |39    |32       |3          |61        |42        |55      |{'elbow', 'acrobatic', 'advanced'}   |['do_agility_based_dam', 'do_strength_based_dam']                  |5    |1    
'Advanced Acrobatic Headbutt' |1        |0           |52    |20       |3          |40        |42        |55      |{'acrobatic', 'advanced', 'head'}    |['do_agility_based_dam', 'do_strength_based_dam']                  |5    |1    
'Advanced Acrobatic Kick'     |3        |0           |39    |39       |4          |61        |49        |55      |{'kick', 'acrobatic', 'advanced'}    |['do_agility_based_dam', 'do_strength_based_dam']                  |5    |3    
'Advanced Acrobatic Knee'     |1        |0           |39    |39       |4          |61        |49        |55      |{'acrobatic', 'advanced', 'knee'}    |['do_agility_based_dam', 'do_strength_based_dam']                  |5    |1    
'Advanced Acrobatic Palm'     |2        |0           |30    |34       |3          |40        |35        |55      |{'acrobatic', 'palm', 'advanced'}    |['do_agility_based_dam', 'do_strength_based_dam']                  |5    |2    
'Advanced Acrobatic Punch'    |2        |0           |34    |30       |3          |40        |35        |55      |{'punch', 'advanced', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                  |5    |3    
'Advanced Charging Kick'      |3        |-1          |39    |39       |2          |53        |59        |40      |{'charging', 'kick', 'advanced'}     |[]                                                                 |4    |4    

# name                        |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                           |functions                                       |tier |freq 
'Advanced Charging Palm'      |2        |-1          |30    |34       |1          |35        |42        |40      |{'charging', 'palm', 'advanced'}   |[]                                              |4    |3    
'Advanced Charging Punch'     |2        |-1          |34    |30       |1          |35        |42        |40      |{'charging', 'punch', 'advanced'}  |[]                                              |4    |4    
'Advanced Claw'               |1        |0           |26    |39       |1          |32        |35        |35      |{'advanced', 'claw'}               |[]                                              |3    |3    
'Advanced Elbow'              |1        |0           |39    |32       |1          |48        |42        |35      |{'elbow', 'advanced'}              |[]                                              |3    |3    
'Advanced Energy Claw'        |1        |0           |26    |39       |1          |32        |35        |55      |{'energy', 'advanced', 'claw'}     |['do_qi_based_dam']                             |5    |3    
'Advanced Energy Elbow'       |1        |0           |39    |32       |1          |48        |42        |55      |{'energy', 'elbow', 'advanced'}    |['do_qi_based_dam']                             |5    |3    
'Advanced Energy Headbutt'    |1        |0           |52    |20       |1          |32        |42        |55      |{'energy', 'advanced', 'head'}     |['do_qi_based_dam']                             |5    |1    
'Advanced Energy Kick'        |3        |0           |39    |39       |2          |48        |49        |55      |{'energy', 'kick', 'advanced'}     |['do_qi_based_dam']                             |5    |5    
'Advanced Energy Knee'        |1        |0           |39    |39       |2          |48        |49        |55      |{'energy', 'advanced', 'knee'}     |['do_qi_based_dam']                             |5    |2    
'Advanced Energy Palm'        |2        |0           |30    |34       |1          |32        |35        |55      |{'energy', 'palm', 'advanced'}     |['do_qi_based_dam']                             |5    |4    
'Advanced Energy Punch'       |2        |0           |34    |30       |1          |32        |35        |55      |{'energy', 'punch', 'advanced'}    |['do_qi_based_dam']                             |5    |5    
'Advanced Fast Claw'          |1        |0           |26    |39       |1          |35        |28        |40      |{'fast', 'advanced', 'claw'}       |[]                                              |4    |3    
'Advanced Fast Elbow'         |1        |0           |39    |32       |1          |53        |34        |40      |{'elbow', 'advanced', 'fast'}      |[]                                              |4    |3    
'Advanced Fast Headbutt'      |1        |0           |52    |20       |1          |35        |34        |40      |{'fast', 'advanced', 'head'}       |[]                                              |4    |1    
'Advanced Fast Kick'          |3        |0           |39    |39       |2          |53        |39        |40      |{'kick', 'advanced', 'fast'}       |[]                                              |4    |5    
'Advanced Fast Knee'          |1        |0           |39    |39       |2          |53        |39        |40      |{'advanced', 'knee', 'fast'}       |[]                                              |4    |2    
'Advanced Fast Palm'          |2        |0           |30    |34       |1          |35        |28        |40      |{'palm', 'fast', 'advanced'}       |[]                                              |4    |4    
'Advanced Fast Punch'         |2        |0           |34    |30       |1          |35        |28        |40      |{'punch', 'advanced', 'fast'}      |[]                                              |4    |5    
'Advanced Ferocious Claw'     |1        |0           |26    |39       |1          |38        |35        |70      |{'ferocious', 'advanced', 'claw'}  |['do_speed_based_dam', 'do_strength_based_dam'] |6    |3    
'Advanced Ferocious Elbow'    |1        |0           |39    |32       |1          |58        |42        |70      |{'elbow', 'ferocious', 'advanced'} |['do_speed_based_dam', 'do_strength_based_dam'] |6    |3    
'Advanced Ferocious Headbutt' |1        |0           |52    |20       |1          |38        |42        |70      |{'ferocious', 'advanced', 'head'}  |['do_speed_based_dam', 'do_strength_based_dam'] |6    |1    
'Advanced Ferocious Kick'     |3        |0           |39    |39       |2          |58        |49        |70      |{'kick', 'ferocious', 'advanced'}  |['do_speed_based_dam', 'do_strength_based_dam'] |6    |5    
'Advanced Ferocious Knee'     |1        |0           |39    |39       |2          |58        |49        |70      |{'ferocious', 'advanced', 'knee'}  |['do_speed_based_dam', 'do_strength_based_dam'] |6    |2    
'Advanced Ferocious Palm'     |2        |0           |30    |34       |1          |38        |35        |70      |{'ferocious', 'palm', 'advanced'}  |['do_speed_based_dam', 'do_strength_based_dam'] |6    |4    
'Advanced Ferocious Punch'    |2        |0           |34    |30       |1          |38        |35        |70      |{'ferocious', 'punch', 'advanced'} |['do_speed_based_dam', 'do_strength_based_dam'] |6    |5    

# name                     |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                        |functions        |tier |freq 
'Advanced Flying Claw'     |2        |-1          |31    |39       |2          |38        |35        |40      |{'advanced', 'flying', 'claw'}  |[]               |4    |2    
'Advanced Flying Elbow'    |2        |-1          |47    |32       |2          |58        |42        |40      |{'elbow', 'advanced', 'flying'} |[]               |4    |2    
'Advanced Flying Headbutt' |2        |-1          |62    |20       |2          |38        |42        |40      |{'advanced', 'flying', 'head'}  |[]               |4    |1    
'Advanced Flying Kick'     |4        |-1          |47    |39       |3          |58        |49        |40      |{'kick', 'advanced', 'flying'}  |[]               |4    |4    
'Advanced Flying Knee'     |2        |-1          |47    |39       |3          |58        |49        |40      |{'flying', 'advanced', 'knee'}  |[]               |4    |1    
'Advanced Flying Palm'     |3        |-1          |36    |34       |2          |38        |35        |40      |{'palm', 'flying', 'advanced'}  |[]               |4    |3    
'Advanced Flying Punch'    |3        |-1          |40    |30       |2          |38        |35        |40      |{'punch', 'advanced', 'flying'} |[]               |4    |4    
'Advanced Headbutt'        |1        |0           |52    |20       |1          |32        |42        |35      |{'advanced', 'head'}            |[]               |3    |1    
'Advanced Heavy Claw'      |1        |0           |31    |35       |1          |40        |35        |40      |{'heavy', 'claw', 'advanced'}   |[]               |4    |3    
'Advanced Heavy Elbow'     |1        |0           |47    |29       |1          |61        |42        |40      |{'elbow', 'heavy', 'advanced'}  |[]               |4    |3    
'Advanced Heavy Headbutt'  |1        |0           |62    |18       |1          |40        |42        |40      |{'heavy', 'head', 'advanced'}   |[]               |4    |1    
'Advanced Heavy Kick'      |3        |0           |47    |35       |2          |61        |49        |40      |{'kick', 'heavy', 'advanced'}   |[]               |4    |5    
'Advanced Heavy Knee'      |1        |0           |47    |35       |2          |61        |49        |40      |{'heavy', 'knee', 'advanced'}   |[]               |4    |2    
'Advanced Heavy Palm'      |2        |0           |36    |30       |1          |40        |35        |40      |{'palm', 'advanced', 'heavy'}   |[]               |4    |4    
'Advanced Heavy Punch'     |2        |0           |40    |27       |1          |40        |35        |40      |{'punch', 'heavy', 'advanced'}  |[]               |4    |5    
'Advanced Kick'            |3        |0           |39    |39       |2          |48        |49        |35      |{'kick', 'advanced'}            |[]               |3    |5    
'Advanced Knee'            |1        |0           |39    |39       |2          |48        |49        |35      |{'advanced', 'knee'}            |[]               |3    |2    
'Advanced Lethal Claw'     |1        |0           |26    |39       |1          |32        |35        |105     |{'lethal', 'claw', 'advanced'}  |['try_insta_ko'] |8    |1    
'Advanced Lethal Elbow'    |1        |0           |39    |32       |1          |48        |42        |105     |{'elbow', 'lethal', 'advanced'} |['try_insta_ko'] |8    |1    
'Advanced Lethal Headbutt' |1        |0           |52    |20       |1          |32        |42        |105     |{'lethal', 'head', 'advanced'}  |['try_insta_ko'] |8    |1    
'Advanced Lethal Kick'     |3        |0           |39    |39       |2          |48        |49        |105     |{'kick', 'lethal', 'advanced'}  |['try_insta_ko'] |8    |3    
'Advanced Lethal Knee'     |1        |0           |39    |39       |2          |48        |49        |105     |{'lethal', 'knee', 'advanced'}  |['try_insta_ko'] |8    |1    
'Advanced Lethal Palm'     |2        |0           |30    |34       |1          |32        |35        |105     |{'lethal', 'palm', 'advanced'}  |['try_insta_ko'] |8    |2    
'Advanced Lethal Punch'    |2        |0           |34    |30       |1          |32        |35        |105     |{'punch', 'lethal', 'advanced'} |['try_insta_ko'] |8    |3    
'Advanced Light Claw'      |1        |0           |21    |43       |1          |24        |35        |40      |{'light', 'advanced', 'claw'}   |[]               |4    |3    

# name                        |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                           |functions              |tier |freq 
'Advanced Light Elbow'        |1        |0           |31    |36       |1          |35        |42        |40      |{'light', 'elbow', 'advanced'}     |[]                     |4    |3    
'Advanced Light Headbutt'     |1        |0           |42    |21       |1          |24        |42        |40      |{'light', 'advanced', 'head'}      |[]                     |4    |1    
'Advanced Light Kick'         |3        |0           |31    |43       |2          |35        |49        |40      |{'kick', 'advanced', 'light'}      |[]                     |4    |5    
'Advanced Light Knee'         |1        |0           |31    |43       |2          |35        |49        |40      |{'light', 'advanced', 'knee'}      |[]                     |4    |2    
'Advanced Light Palm'         |2        |0           |23    |38       |1          |24        |35        |40      |{'light', 'palm', 'advanced'}      |[]                     |4    |4    
'Advanced Light Punch'        |2        |0           |27    |32       |1          |24        |35        |40      |{'light', 'punch', 'advanced'}     |[]                     |4    |5    
'Advanced Lightning Claw'     |1        |0           |26    |39       |1          |32        |35        |55      |{'lightning', 'advanced', 'claw'}  |['do_speed_based_dam'] |5    |3    
'Advanced Lightning Elbow'    |1        |0           |39    |32       |1          |48        |42        |55      |{'lightning', 'elbow', 'advanced'} |['do_speed_based_dam'] |5    |3    
'Advanced Lightning Headbutt' |1        |0           |52    |20       |1          |32        |42        |55      |{'lightning', 'advanced', 'head'}  |['do_speed_based_dam'] |5    |1    
'Advanced Lightning Kick'     |3        |0           |39    |39       |2          |48        |49        |55      |{'lightning', 'kick', 'advanced'}  |['do_speed_based_dam'] |5    |5    
'Advanced Lightning Knee'     |1        |0           |39    |39       |2          |48        |49        |55      |{'lightning', 'advanced', 'knee'}  |['do_speed_based_dam'] |5    |2    
'Advanced Lightning Palm'     |2        |0           |30    |34       |1          |32        |35        |55      |{'lightning', 'palm', 'advanced'}  |['do_speed_based_dam'] |5    |4    
'Advanced Lightning Punch'    |2        |0           |34    |30       |1          |32        |35        |55      |{'lightning', 'punch', 'advanced'} |['do_speed_based_dam'] |5    |5    
'Advanced Long Claw'          |2        |0           |26    |39       |1          |32        |35        |40      |{'long', 'advanced', 'claw'}       |[]                     |4    |2    
'Advanced Long Elbow'         |2        |0           |39    |32       |1          |48        |42        |40      |{'long', 'elbow', 'advanced'}      |[]                     |4    |2    
'Advanced Long Headbutt'      |2        |0           |52    |20       |1          |32        |42        |40      |{'long', 'advanced', 'head'}       |[]                     |4    |1    
'Advanced Long Kick'          |4        |0           |39    |39       |2          |48        |49        |40      |{'long', 'kick', 'advanced'}       |[]                     |4    |4    
'Advanced Long Knee'          |2        |0           |39    |39       |2          |48        |49        |40      |{'long', 'advanced', 'knee'}       |[]                     |4    |1    
'Advanced Long Palm'          |3        |0           |30    |34       |1          |32        |35        |40      |{'long', 'palm', 'advanced'}       |[]                     |4    |3    
'Advanced Long Punch'         |3        |0           |34    |30       |1          |32        |35        |40      |{'long', 'punch', 'advanced'}      |[]                     |4    |4    
'Advanced Nerve Claw'         |1        |0           |26    |39       |1          |32        |35        |55      |{'nerve', 'advanced', 'claw'}      |['do_mob_dam']         |5    |3    
'Advanced Nerve Elbow'        |1        |0           |39    |32       |1          |48        |42        |55      |{'elbow', 'nerve', 'advanced'}     |['do_mob_dam']         |5    |3    
'Advanced Nerve Headbutt'     |1        |0           |52    |20       |1          |32        |42        |55      |{'nerve', 'advanced', 'head'}      |['do_mob_dam']         |5    |1    
'Advanced Nerve Kick'         |3        |0           |39    |39       |2          |48        |49        |55      |{'kick', 'nerve', 'advanced'}      |['do_mob_dam']         |5    |5    
'Advanced Nerve Knee'         |1        |0           |39    |39       |2          |48        |49        |55      |{'nerve', 'advanced', 'knee'}      |['do_mob_dam']         |5    |2    

# name                       |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                          |functions                                      |tier |freq 
'Advanced Nerve Palm'        |2        |0           |30    |34       |1          |32        |35        |55      |{'nerve', 'palm', 'advanced'}     |['do_mob_dam']                                 |5    |4    
'Advanced Nerve Punch'       |2        |0           |34    |30       |1          |32        |35        |55      |{'nerve', 'punch', 'advanced'}    |['do_mob_dam']                                 |5    |5    
'Advanced Onslaught Kick'    |3        |-2          |39    |39       |2          |58        |69        |55      |{'kick', 'advanced', 'onslaught'} |[]                                             |5    |4    
'Advanced Palm'              |2        |0           |30    |34       |1          |32        |35        |35      |{'palm', 'advanced'}              |[]                                             |3    |4    
'Advanced Piercing Claw'     |1        |0           |26    |39       |1          |38        |35        |70      |{'piercing', 'advanced', 'claw'}  |['do_agility_based_dam', 'do_speed_based_dam'] |6    |3    
'Advanced Piercing Elbow'    |1        |0           |39    |32       |1          |58        |42        |70      |{'piercing', 'elbow', 'advanced'} |['do_agility_based_dam', 'do_speed_based_dam'] |6    |3    
