# name                                     |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                           |functions                                                                                       |tier |freq 
'Acrobatic Charging Energy Kick'           |3        |-1          |30    |30       |4          |41        |84        |45      |{'kick', 'acrobatic', 'charging', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |5    |2    
'Acrobatic Charging Energy Knee'           |2        |-1          |32    |25       |4          |35        |84        |45      |{'charging', 'knee', 'acrobatic', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |5    |1    
'Acrobatic Charging Energy Palm'           |2        |-1          |23    |26       |3          |26        |60        |45      |{'charging', 'palm', 'acrobatic', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |5    |1    
'Acrobatic Charging Energy Punch'          |2        |-1          |26    |23       |3          |28        |60        |45      |{'charging', 'acrobatic', 'energy', 'punch'}       |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |5    |2    
'Acrobatic Charging Fast Claw'             |2        |-1          |25    |25       |3          |29        |48        |30      |{'charging', 'fast', 'claw', 'acrobatic'}          |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Charging Fast Elbow'            |2        |-1          |32    |25       |3          |41        |58        |30      |{'charging', 'fast', 'elbow', 'acrobatic'}         |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Charging Fast Headbutt'         |2        |-1          |33    |20       |3          |30        |58        |30      |{'charging', 'fast', 'head', 'acrobatic'}          |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Charging Fast Kick'             |3        |-1          |30    |30       |4          |45        |67        |30      |{'kick', 'fast', 'charging', 'acrobatic'}          |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |2    
'Acrobatic Charging Fast Knee'             |2        |-1          |32    |25       |4          |39        |67        |30      |{'charging', 'fast', 'knee', 'acrobatic'}          |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Charging Fast Palm'             |2        |-1          |23    |26       |3          |29        |48        |30      |{'charging', 'palm', 'fast', 'acrobatic'}          |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Charging Fast Punch'            |2        |-1          |26    |23       |3          |30        |48        |30      |{'charging', 'fast', 'acrobatic', 'punch'}         |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |2    
'Acrobatic Charging Headbutt'              |2        |-1          |33    |20       |3          |28        |72        |25      |{'charging', 'head', 'acrobatic'}                  |['do_agility_based_dam', 'do_strength_based_dam']                                               |3    |1    
'Acrobatic Charging Heavy Claw'            |2        |-1          |30    |22       |3          |32        |60        |30      |{'charging', 'acrobatic', 'claw', 'heavy'}         |['do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    

# name                                  |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                        |functions                                                               |tier |freq 
'Acrobatic Charging Heavy Elbow'        |2        |-1          |38    |22       |3          |46        |72        |30      |{'charging', 'elbow', 'acrobatic', 'heavy'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Heavy Headbutt'     |2        |-1          |40    |18       |3          |35        |72        |30      |{'charging', 'acrobatic', 'head', 'heavy'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Heavy Kick'         |3        |-1          |36    |27       |4          |52        |84        |30      |{'kick', 'acrobatic', 'charging', 'heavy'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |2    
'Acrobatic Charging Heavy Knee'         |2        |-1          |38    |22       |4          |42        |84        |30      |{'charging', 'knee', 'acrobatic', 'heavy'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Heavy Palm'         |2        |-1          |28    |23       |3          |32        |60        |30      |{'charging', 'palm', 'acrobatic', 'heavy'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Heavy Punch'        |2        |-1          |31    |21       |3          |35        |60        |30      |{'charging', 'acrobatic', 'heavy', 'punch'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |2    
'Acrobatic Charging Kick'               |3        |-1          |30    |30       |4          |41        |84        |25      |{'kick', 'charging', 'acrobatic'}               |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |2    
'Acrobatic Charging Knee'               |2        |-1          |32    |25       |4          |35        |84        |25      |{'charging', 'knee', 'acrobatic'}               |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |1    
'Acrobatic Charging Lethal Claw'        |2        |-1          |25    |25       |3          |26        |60        |95      |{'charging', 'lethal', 'claw', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |8    |1    
'Acrobatic Charging Lethal Elbow'       |2        |-1          |32    |25       |3          |38        |72        |95      |{'charging', 'lethal', 'elbow', 'acrobatic'}    |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |8    |1    
'Acrobatic Charging Lethal Headbutt'    |2        |-1          |33    |20       |3          |28        |72        |95      |{'charging', 'lethal', 'head', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |8    |1    
'Acrobatic Charging Lethal Kick'        |3        |-1          |30    |30       |4          |41        |84        |95      |{'kick', 'lethal', 'charging', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |8    |1    
'Acrobatic Charging Lethal Knee'        |2        |-1          |32    |25       |4          |35        |84        |95      |{'charging', 'lethal', 'knee', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |8    |1    
'Acrobatic Charging Lethal Palm'        |2        |-1          |23    |26       |3          |26        |60        |95      |{'charging', 'palm', 'lethal', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |8    |1    
'Acrobatic Charging Lethal Punch'       |2        |-1          |26    |23       |3          |28        |60        |95      |{'charging', 'lethal', 'acrobatic', 'punch'}    |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |8    |1    
'Acrobatic Charging Light Claw'         |2        |-1          |20    |28       |3          |19        |60        |30      |{'charging', 'acrobatic', 'claw', 'light'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Light Elbow'        |2        |-1          |26    |28       |3          |28        |72        |30      |{'charging', 'elbow', 'acrobatic', 'light'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Light Headbutt'     |2        |-1          |26    |22       |3          |20        |72        |30      |{'charging', 'acrobatic', 'head', 'light'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Light Kick'         |3        |-1          |24    |33       |4          |30        |84        |30      |{'kick', 'acrobatic', 'charging', 'light'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |2    
'Acrobatic Charging Light Knee'         |2        |-1          |26    |28       |4          |26        |84        |30      |{'charging', 'knee', 'acrobatic', 'light'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Light Palm'         |2        |-1          |18    |29       |3          |19        |60        |30      |{'charging', 'palm', 'acrobatic', 'light'}      |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |1    
'Acrobatic Charging Light Punch'        |2        |-1          |21    |25       |3          |20        |60        |30      |{'charging', 'light', 'acrobatic', 'punch'}     |['do_agility_based_dam', 'do_strength_based_dam']                       |4    |2    
'Acrobatic Charging Lightning Claw'     |2        |-1          |25    |25       |3          |26        |60        |45      |{'charging', 'lightning', 'claw', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Charging Lightning Elbow'    |2        |-1          |32    |25       |3          |38        |72        |45      |{'charging', 'elbow', 'lightning', 'acrobatic'} |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Charging Lightning Headbutt' |2        |-1          |33    |20       |3          |28        |72        |45      |{'charging', 'lightning', 'head', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    

# name                                 |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                        |functions                                                               |tier |freq 
'Acrobatic Charging Lightning Kick'    |3        |-1          |30    |30       |4          |41        |84        |45      |{'kick', 'lightning', 'charging', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |2    
'Acrobatic Charging Lightning Knee'    |2        |-1          |32    |25       |4          |35        |84        |45      |{'charging', 'knee', 'lightning', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Charging Lightning Palm'    |2        |-1          |23    |26       |3          |26        |60        |45      |{'charging', 'palm', 'lightning', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |1    
'Acrobatic Charging Lightning Punch'   |2        |-1          |26    |23       |3          |28        |60        |45      |{'charging', 'lightning', 'acrobatic', 'punch'} |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |5    |2    
'Acrobatic Charging Nerve Claw'        |2        |-1          |25    |25       |3          |26        |60        |45      |{'nerve', 'charging', 'claw', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']         |5    |1    
'Acrobatic Charging Nerve Elbow'       |2        |-1          |32    |25       |3          |38        |72        |45      |{'charging', 'elbow', 'nerve', 'acrobatic'}     |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']         |5    |1    
'Acrobatic Charging Nerve Headbutt'    |2        |-1          |33    |20       |3          |28        |72        |45      |{'nerve', 'charging', 'head', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']         |5    |1    
'Acrobatic Charging Nerve Kick'        |3        |-1          |30    |30       |4          |41        |84        |45      |{'kick', 'charging', 'nerve', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']         |5    |2    
'Acrobatic Charging Nerve Knee'        |2        |-1          |32    |25       |4          |35        |84        |45      |{'charging', 'knee', 'nerve', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']         |5    |1    
'Acrobatic Charging Nerve Palm'        |2        |-1          |23    |26       |3          |26        |60        |45      |{'charging', 'palm', 'nerve', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']         |5    |1    
'Acrobatic Charging Nerve Punch'       |2        |-1          |26    |23       |3          |28        |60        |45      |{'charging', 'acrobatic', 'nerve', 'punch'}     |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']         |5    |2    
'Acrobatic Charging Palm'              |2        |-1          |23    |26       |3          |26        |60        |25      |{'charging', 'palm', 'acrobatic'}               |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |1    
'Acrobatic Charging Precise Claw'      |2        |-1          |25    |30       |3          |26        |66        |30      |{'charging', 'precise', 'claw', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                       |5    |1    
'Acrobatic Charging Precise Elbow'     |2        |-1          |32    |30       |3          |38        |79        |30      |{'charging', 'elbow', 'precise', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                       |5    |1    
'Acrobatic Charging Precise Headbutt'  |2        |-1          |33    |24       |3          |28        |79        |30      |{'charging', 'precise', 'head', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                       |5    |1    
'Acrobatic Charging Precise Kick'      |3        |-1          |30    |36       |4          |41        |92        |30      |{'kick', 'charging', 'precise', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                       |5    |2    
'Acrobatic Charging Precise Knee'      |2        |-1          |32    |30       |4          |35        |92        |30      |{'charging', 'knee', 'precise', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                       |5    |1    
'Acrobatic Charging Precise Palm'      |2        |-1          |23    |31       |3          |26        |66        |30      |{'charging', 'palm', 'precise', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                       |5    |1    
'Acrobatic Charging Precise Punch'     |2        |-1          |26    |28       |3          |28        |66        |30      |{'charging', 'acrobatic', 'precise', 'punch'}   |['do_agility_based_dam', 'do_strength_based_dam']                       |5    |2    
'Acrobatic Charging Punch'             |2        |-1          |26    |23       |3          |28        |60        |25      |{'charging', 'acrobatic', 'punch'}              |['do_agility_based_dam', 'do_strength_based_dam']                       |3    |2    
'Acrobatic Charging Shocking Claw'     |2        |-1          |25    |25       |3          |26        |60        |45      |{'charging', 'shocking', 'claw', 'acrobatic'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']      |5    |1    
'Acrobatic Charging Shocking Elbow'    |2        |-1          |32    |25       |3          |38        |72        |45      |{'charging', 'elbow', 'shocking', 'acrobatic'}  |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']      |5    |1    
'Acrobatic Charging Shocking Headbutt' |2        |-1          |33    |20       |3          |28        |72        |45      |{'charging', 'shocking', 'head', 'acrobatic'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']      |5    |1    
'Acrobatic Charging Shocking Kick'     |3        |-1          |30    |30       |4          |41        |84        |45      |{'kick', 'shocking', 'charging', 'acrobatic'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']      |5    |2    
'Acrobatic Charging Shocking Knee'     |2        |-1          |32    |25       |4          |35        |84        |45      |{'charging', 'knee', 'shocking', 'acrobatic'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']      |5    |1    

# name                                 |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                       |functions                                                                                       |tier |freq 
'Acrobatic Charging Shocking Palm'     |2        |-1          |23    |26       |3          |26        |60        |45      |{'charging', 'palm', 'shocking', 'acrobatic'}  |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                              |5    |1    
'Acrobatic Charging Shocking Punch'    |2        |-1          |26    |23       |3          |28        |60        |45      |{'charging', 'acrobatic', 'shocking', 'punch'} |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                              |5    |2    
'Acrobatic Charging Solar Claw'        |2        |-1          |25    |25       |3          |26        |60        |45      |{'charging', 'solar', 'claw', 'acrobatic'}     |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                |5    |1    
'Acrobatic Charging Solar Elbow'       |2        |-1          |32    |25       |3          |38        |72        |45      |{'charging', 'elbow', 'solar', 'acrobatic'}    |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                |5    |1    
'Acrobatic Charging Solar Headbutt'    |2        |-1          |33    |20       |3          |28        |72        |45      |{'charging', 'solar', 'head', 'acrobatic'}     |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                |5    |1    
'Acrobatic Charging Solar Kick'        |3        |-1          |30    |30       |4          |41        |84        |45      |{'kick', 'solar', 'charging', 'acrobatic'}     |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                |5    |2    
'Acrobatic Charging Solar Knee'        |2        |-1          |32    |25       |4          |35        |84        |45      |{'charging', 'knee', 'solar', 'acrobatic'}     |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                |5    |1    
'Acrobatic Charging Solar Palm'        |2        |-1          |23    |26       |3          |26        |60        |45      |{'charging', 'palm', 'solar', 'acrobatic'}     |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                |5    |1    
'Acrobatic Charging Solar Punch'       |2        |-1          |26    |23       |3          |28        |60        |45      |{'charging', 'acrobatic', 'solar', 'punch'}    |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                |5    |2    
'Acrobatic Charging Strong Claw'       |2        |-1          |30    |25       |3          |29        |60        |30      |{'charging', 'strong', 'claw', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                               |5    |1    
'Acrobatic Charging Strong Elbow'      |2        |-1          |38    |25       |3          |41        |72        |30      |{'charging', 'elbow', 'strong', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                               |5    |1    
'Acrobatic Charging Strong Headbutt'   |2        |-1          |40    |20       |3          |30        |72        |30      |{'charging', 'strong', 'head', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                               |5    |1    
'Acrobatic Charging Strong Kick'       |3        |-1          |36    |30       |4          |45        |84        |30      |{'kick', 'charging', 'strong', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                               |5    |2    
'Acrobatic Charging Strong Knee'       |2        |-1          |38    |25       |4          |39        |84        |30      |{'charging', 'knee', 'strong', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                               |5    |1    
'Acrobatic Charging Strong Palm'       |2        |-1          |28    |26       |3          |29        |60        |30      |{'charging', 'palm', 'strong', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                               |5    |1    
'Acrobatic Charging Strong Punch'      |2        |-1          |31    |23       |3          |30        |60        |30      |{'charging', 'acrobatic', 'strong', 'punch'}   |['do_agility_based_dam', 'do_strength_based_dam']                                               |5    |2    
'Acrobatic Charging Surprise Claw'     |2        |-1          |25    |25       |3          |26        |60        |30      |{'charging', 'surprise', 'claw', 'acrobatic'}  |['try_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                             |4    |1    
'Acrobatic Charging Surprise Elbow'    |2        |-1          |32    |25       |3          |38        |72        |30      |{'charging', 'elbow', 'surprise', 'acrobatic'} |['try_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                             |4    |1    
'Acrobatic Charging Surprise Headbutt' |2        |-1          |33    |20       |3          |28        |72        |30      |{'charging', 'surprise', 'head', 'acrobatic'}  |['try_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                             |4    |1    
'Acrobatic Charging Surprise Kick'     |3        |-1          |30    |30       |4          |41        |84        |30      |{'kick', 'acrobatic', 'surprise', 'charging'}  |['try_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                             |4    |2    
'Acrobatic Charging Surprise Knee'     |2        |-1          |32    |25       |4          |35        |84        |30      |{'charging', 'knee', 'surprise', 'acrobatic'}  |['try_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                             |4    |1    
'Acrobatic Charging Surprise Palm'     |2        |-1          |23    |26       |3          |26        |60        |30      |{'charging', 'palm', 'surprise', 'acrobatic'}  |['try_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                             |4    |1    
'Acrobatic Charging Surprise Punch'    |2        |-1          |26    |23       |3          |28        |60        |30      |{'charging', 'acrobatic', 'surprise', 'punch'} |['try_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                             |4    |2    
'Acrobatic Claw'                       |1        |0           |25    |25       |3          |24        |50        |20      |{'claw', 'acrobatic'}                          |['do_agility_based_dam', 'do_strength_based_dam']                                               |2    |1    
'Acrobatic Debilitating Claw'          |1        |0           |25    |25       |3          |24        |50        |70      |{'acrobatic', 'claw', 'debilitating'}          |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |6    |1    

# name                                   |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                         |functions                                                                                                          |tier |freq 
'Acrobatic Debilitating Elbow'           |1        |0           |32    |25       |3          |34        |60        |70      |{'elbow', 'acrobatic', 'debilitating'}           |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                    |6    |1    
'Acrobatic Debilitating Headbutt'        |1        |0           |33    |20       |3          |25        |60        |70      |{'acrobatic', 'head', 'debilitating'}            |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                    |6    |1    
'Acrobatic Debilitating Kick'            |3        |0           |30    |30       |4          |38        |70        |70      |{'kick', 'acrobatic', 'debilitating'}            |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                    |6    |2    
'Acrobatic Debilitating Knee'            |1        |0           |32    |25       |4          |31        |70        |70      |{'knee', 'acrobatic', 'debilitating'}            |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                    |6    |1    
'Acrobatic Debilitating Palm'            |2        |0           |23    |26       |3          |24        |50        |70      |{'palm', 'acrobatic', 'debilitating'}            |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                    |6    |1    
'Acrobatic Debilitating Punch'           |2        |0           |26    |23       |3          |25        |50        |70      |{'debilitating', 'acrobatic', 'punch'}           |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                    |6    |2    
'Acrobatic Elbow'                        |1        |0           |32    |25       |3          |34        |60        |20      |{'elbow', 'acrobatic'}                           |['do_agility_based_dam', 'do_strength_based_dam']                                                                  |2    |1    
'Acrobatic Energy Claw'                  |1        |0           |25    |25       |3          |24        |50        |40      |{'acrobatic', 'claw', 'energy'}                  |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Energy Debilitating Claw'     |1        |0           |25    |25       |3          |24        |50        |90      |{'acrobatic', 'energy', 'claw', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Acrobatic Energy Debilitating Elbow'    |1        |0           |32    |25       |3          |34        |60        |90      |{'elbow', 'acrobatic', 'energy', 'debilitating'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Acrobatic Energy Debilitating Headbutt' |1        |0           |33    |20       |3          |25        |60        |90      |{'acrobatic', 'energy', 'head', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Acrobatic Energy Debilitating Kick'     |3        |0           |30    |30       |4          |38        |70        |90      |{'kick', 'acrobatic', 'energy', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |2    
'Acrobatic Energy Debilitating Knee'     |1        |0           |32    |25       |4          |31        |70        |90      |{'knee', 'acrobatic', 'energy', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Acrobatic Energy Debilitating Palm'     |2        |0           |23    |26       |3          |24        |50        |90      |{'palm', 'acrobatic', 'energy', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Acrobatic Energy Debilitating Punch'    |2        |0           |26    |23       |3          |25        |50        |90      |{'debilitating', 'acrobatic', 'energy', 'punch'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |2    
'Acrobatic Energy Elbow'                 |1        |0           |32    |25       |3          |34        |60        |40      |{'elbow', 'acrobatic', 'energy'}                 |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Energy Headbutt'              |1        |0           |33    |20       |3          |25        |60        |40      |{'acrobatic', 'head', 'energy'}                  |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Energy Kick'                  |3        |0           |30    |30       |4          |38        |70        |40      |{'kick', 'acrobatic', 'energy'}                  |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                               |4    |3    
'Acrobatic Energy Knee'                  |1        |0           |32    |25       |4          |31        |70        |40      |{'knee', 'acrobatic', 'energy'}                  |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                                               |4    |1    
'Acrobatic Energy Lethal Claw'           |1        |0           |25    |25       |3          |24        |50        |110     |{'lethal', 'acrobatic', 'claw', 'energy'}        |['try_insta_ko', 'do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                               |9    |1    
