# name                        |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                           |functions                                                                                |tier |freq 
'Acrobatic Drunken Kick'      |3        |0           |27    |23       |5          |38        |70        |15      |{'kick', 'drunken', 'acrobatic'}   |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |3    |3    
'Acrobatic Drunken Knee'      |1        |0           |32    |25       |5          |31        |70        |15      |{'acrobatic', 'knee', 'drunken'}   |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |3    |1    
'Acrobatic Drunken Palm'      |2        |0           |24    |26       |4          |24        |48        |15      |{'drunken', 'acrobatic', 'palm'}   |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |3    |2    
'Acrobatic Drunken Punch'     |2        |0           |26    |24       |4          |25        |50        |15      |{'punch', 'drunken', 'acrobatic'}  |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |3    |3    
'Acrobatic Elbow'             |1        |0           |30    |25       |3          |34        |60        |10      |{'elbow', 'acrobatic'}             |['do_agility_based_dam', 'do_strength_based_dam']                                        |2    |1    
'Acrobatic Flying Claw'       |2        |-1          |23    |23       |4          |29        |50        |15      |{'flying', 'acrobatic', 'claw'}    |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                      |3    |1    
'Acrobatic Flying Elbow'      |2        |-1          |30    |25       |4          |40        |60        |15      |{'elbow', 'flying', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                        |3    |1    
'Acrobatic Flying Headbutt'   |2        |-1          |33    |24       |4          |30        |60        |15      |{'head', 'flying', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |3    |1    
'Acrobatic Flying Kick'       |4        |-1          |27    |23       |5          |45        |70        |20      |{'kick', 'flying', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |4    |2    
'Acrobatic Flying Knee'       |2        |-1          |32    |25       |5          |38        |70        |15      |{'flying', 'knee', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |3    |1    
'Acrobatic Flying Palm'       |3        |-1          |24    |26       |4          |29        |48        |15      |{'flying', 'acrobatic', 'palm'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |3    |1    
'Acrobatic Flying Punch'      |3        |-1          |26    |24       |4          |30        |50        |15      |{'flying', 'punch', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                        |3    |2    
'Acrobatic Headbutt'          |1        |0           |33    |24       |3          |25        |60        |10      |{'head', 'acrobatic'}              |['do_agility_based_dam', 'do_strength_based_dam']                                        |2    |1    
'Acrobatic Kick'              |3        |0           |27    |23       |4          |38        |70        |10      |{'kick', 'acrobatic'}              |['do_agility_based_dam', 'do_strength_based_dam']                                        |2    |3    

# name                          |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                             |functions                                                                            |tier |freq 
'Acrobatic Knee'                |1        |0           |32    |25       |4          |31        |70        |10      |{'knee', 'acrobatic'}                |['do_agility_based_dam', 'do_strength_based_dam']                                    |2    |1    
'Acrobatic Nerve Claw'          |1        |0           |23    |23       |3          |24        |50        |20      |{'nerve', 'acrobatic', 'claw'}       |['cause_bleeding', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']    |4    |1    
'Acrobatic Nerve Elbow'         |1        |0           |30    |25       |3          |34        |60        |20      |{'elbow', 'nerve', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |4    |1    
'Acrobatic Nerve Headbutt'      |1        |0           |33    |24       |3          |25        |60        |20      |{'head', 'nerve', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |4    |1    
'Acrobatic Nerve Kick'          |3        |0           |27    |23       |4          |38        |70        |20      |{'kick', 'nerve', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |4    |3    
'Acrobatic Nerve Knee'          |1        |0           |32    |25       |4          |31        |70        |20      |{'nerve', 'knee', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |4    |1    
'Acrobatic Nerve Palm'          |2        |0           |24    |26       |3          |24        |48        |20      |{'nerve', 'acrobatic', 'palm'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |4    |2    
'Acrobatic Nerve Punch'         |2        |0           |26    |24       |3          |25        |50        |20      |{'nerve', 'punch', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |4    |3    
'Acrobatic Onslaught Claw'      |3        |-2          |23    |23       |4          |29        |70        |20      |{'onslaught', 'acrobatic', 'claw'}   |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                  |4    |1    
'Acrobatic Onslaught Elbow'     |3        |-2          |30    |25       |4          |40        |84        |20      |{'elbow', 'onslaught', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |4    |1    
'Acrobatic Onslaught Headbutt'  |3        |-2          |33    |24       |4          |30        |84        |20      |{'head', 'acrobatic', 'onslaught'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |4    |1    
'Acrobatic Onslaught Kick'      |3        |-2          |27    |23       |5          |45        |98        |20      |{'kick', 'onslaught', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |4    |2    
'Acrobatic Onslaught Knee'      |3        |-2          |32    |25       |5          |38        |98        |20      |{'onslaught', 'knee', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |4    |1    
'Acrobatic Onslaught Palm'      |4        |-2          |24    |26       |4          |29        |67        |20      |{'onslaught', 'acrobatic', 'palm'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |4    |1    
'Acrobatic Onslaught Punch'     |4        |-2          |26    |24       |4          |30        |70        |20      |{'onslaught', 'punch', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |4    |2    
'Acrobatic Palm'                |2        |0           |24    |26       |3          |24        |48        |10      |{'acrobatic', 'palm'}                |['do_agility_based_dam', 'do_strength_based_dam']                                    |2    |2    
'Acrobatic Punch'               |2        |0           |26    |24       |3          |25        |50        |10      |{'punch', 'acrobatic'}               |['do_agility_based_dam', 'do_strength_based_dam']                                    |2    |3    
'Acrobatic Retreating Claw'     |1        |1           |23    |23       |3          |28        |62        |15      |{'acrobatic', 'retreating', 'claw'}  |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                  |3    |1    
'Acrobatic Retreating Elbow'    |1        |1           |30    |25       |3          |39        |75        |15      |{'elbow', 'acrobatic', 'retreating'} |['do_agility_based_dam', 'do_strength_based_dam']                                    |3    |1    
'Acrobatic Retreating Headbutt' |1        |1           |33    |24       |3          |29        |75        |15      |{'head', 'acrobatic', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |3    |1    
'Acrobatic Retreating Kick'     |3        |1           |27    |23       |4          |42        |88        |15      |{'kick', 'acrobatic', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |3    |2    
'Acrobatic Retreating Knee'     |1        |1           |32    |25       |4          |36        |88        |15      |{'knee', 'acrobatic', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |3    |1    
'Acrobatic Retreating Palm'     |2        |1           |24    |26       |3          |28        |60        |15      |{'acrobatic', 'retreating', 'palm'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |3    |1    
'Acrobatic Retreating Punch'    |2        |1           |26    |24       |3          |29        |62        |15      |{'punch', 'acrobatic', 'retreating'} |['do_agility_based_dam', 'do_strength_based_dam']                                    |3    |2    
'Acrobatic Shocking Claw'       |1        |0           |23    |23       |3          |24        |50        |20      |{'shocking', 'acrobatic', 'claw'}    |['cause_bleeding', 'do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    

# name                         |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                            |functions                                                                          |tier |freq 
'Acrobatic Shocking Elbow'     |1        |0           |30    |25       |3          |34        |60        |20      |{'elbow', 'acrobatic', 'shocking'}  |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |4    |1    
'Acrobatic Shocking Headbutt'  |1        |0           |33    |24       |3          |25        |60        |20      |{'head', 'acrobatic', 'shocking'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |4    |1    
'Acrobatic Shocking Kick'      |3        |0           |27    |23       |4          |38        |70        |20      |{'kick', 'acrobatic', 'shocking'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |4    |3    
'Acrobatic Shocking Knee'      |1        |0           |32    |25       |4          |31        |70        |20      |{'knee', 'acrobatic', 'shocking'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |4    |1    
'Acrobatic Shocking Palm'      |2        |0           |24    |26       |3          |24        |48        |20      |{'shocking', 'acrobatic', 'palm'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |4    |2    
'Acrobatic Shocking Punch'     |2        |0           |26    |24       |3          |25        |50        |20      |{'punch', 'acrobatic', 'shocking'}  |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |4    |3    
'Acrobatic Slashing Elbow'     |1        |0           |30    |25       |3          |34        |60        |20      |{'elbow', 'slashing', 'acrobatic'}  |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                |4    |1    
'Acrobatic Slashing Headbutt'  |1        |0           |33    |24       |3          |25        |60        |20      |{'head', 'slashing', 'acrobatic'}   |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                |4    |1    
'Acrobatic Slashing Kick'      |3        |0           |27    |23       |4          |38        |70        |20      |{'kick', 'slashing', 'acrobatic'}   |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                |4    |1    
'Acrobatic Slashing Knee'      |1        |0           |32    |25       |4          |31        |70        |20      |{'slashing', 'knee', 'acrobatic'}   |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                |4    |1    
'Acrobatic Slashing Palm'      |2        |0           |24    |26       |3          |24        |48        |20      |{'slashing', 'acrobatic', 'palm'}   |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                |4    |1    
'Acrobatic Slashing Punch'     |2        |0           |26    |24       |3          |25        |50        |20      |{'slashing', 'punch', 'acrobatic'}  |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                |4    |1    
'Acrobatic Solar Claw'         |1        |0           |23    |23       |3          |24        |50        |20      |{'solar', 'acrobatic', 'claw'}      |['cause_bleeding', 'do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |4    |1    
'Acrobatic Solar Elbow'        |1        |0           |30    |25       |3          |34        |60        |20      |{'elbow', 'solar', 'acrobatic'}     |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                   |4    |1    
'Acrobatic Solar Headbutt'     |1        |0           |33    |24       |3          |25        |60        |20      |{'solar', 'head', 'acrobatic'}      |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                   |4    |1    
'Acrobatic Solar Kick'         |3        |0           |27    |23       |4          |38        |70        |20      |{'kick', 'solar', 'acrobatic'}      |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                   |4    |3    
'Acrobatic Solar Knee'         |1        |0           |32    |25       |4          |31        |70        |20      |{'solar', 'knee', 'acrobatic'}      |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                   |4    |1    
'Acrobatic Solar Palm'         |2        |0           |24    |26       |3          |24        |48        |20      |{'solar', 'acrobatic', 'palm'}      |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                   |4    |2    
'Acrobatic Solar Punch'        |2        |0           |26    |24       |3          |25        |50        |20      |{'solar', 'punch', 'acrobatic'}     |['do_stam_dam', 'do_agility_based_dam', 'do_strength_based_dam']                   |4    |3    
'Acrobatic Vanishing Claw'     |1        |2           |23    |23       |4          |30        |72        |20      |{'vanishing', 'acrobatic', 'claw'}  |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                |4    |1    
'Acrobatic Vanishing Elbow'    |1        |2           |30    |25       |4          |42        |87        |20      |{'elbow', 'vanishing', 'acrobatic'} |['do_agility_based_dam', 'do_strength_based_dam']                                  |4    |1    
'Acrobatic Vanishing Headbutt' |1        |2           |33    |24       |4          |31        |87        |20      |{'vanishing', 'head', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                  |4    |1    
'Acrobatic Vanishing Knee'     |1        |2           |32    |25       |5          |39        |102       |20      |{'vanishing', 'knee', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                  |4    |1    
'Acrobatic Vanishing Palm'     |2        |2           |24    |26       |4          |30        |70        |20      |{'vanishing', 'acrobatic', 'palm'}  |['do_agility_based_dam', 'do_strength_based_dam']                                  |4    |1    
'Acrobatic Vanishing Punch'    |2        |2           |26    |24       |4          |31        |72        |20      |{'vanishing', 'punch', 'acrobatic'} |['do_agility_based_dam', 'do_strength_based_dam']                                  |4    |2    

# name                                 |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                       |functions                                                                                |tier |freq 
'Advanced Acrobatic Charging Claw'     |2        |-1          |26    |26       |3          |36        |51        |30      |{'charging', 'advanced', 'acrobatic', 'claw'}  |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                      |6    |1    
'Advanced Acrobatic Charging Elbow'    |2        |-1          |34    |29       |3          |53        |61        |30      |{'elbow', 'charging', 'advanced', 'acrobatic'} |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Charging Headbutt' |2        |-1          |38    |28       |3          |39        |61        |30      |{'head', 'charging', 'advanced', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Charging Kick'     |3        |-1          |31    |26       |4          |57        |71        |30      |{'kick', 'charging', 'advanced', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |2    
'Advanced Acrobatic Charging Knee'     |2        |-1          |37    |29       |4          |49        |71        |30      |{'advanced', 'charging', 'knee', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Charging Palm'     |2        |-1          |28    |30       |3          |36        |49        |30      |{'charging', 'advanced', 'acrobatic', 'palm'}  |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Charging Punch'    |2        |-1          |30    |28       |3          |39        |51        |30      |{'charging', 'punch', 'advanced', 'acrobatic'} |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |2    
'Advanced Acrobatic Claw'              |1        |0           |26    |26       |3          |34        |42        |25      |{'advanced', 'acrobatic', 'claw'}              |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                      |5    |1    
'Advanced Acrobatic Drunken Claw'      |1        |0           |26    |26       |4          |34        |42        |30      |{'advanced', 'drunken', 'acrobatic', 'claw'}   |['cause_bleeding', 'cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam'] |6    |1    
'Advanced Acrobatic Drunken Elbow'     |1        |0           |34    |29       |4          |48        |51        |30      |{'elbow', 'advanced', 'drunken', 'acrobatic'}  |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |6    |1    
'Advanced Acrobatic Drunken Headbutt'  |1        |0           |38    |28       |4          |35        |51        |30      |{'advanced', 'head', 'drunken', 'acrobatic'}   |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |6    |1    
'Advanced Acrobatic Drunken Kick'      |3        |0           |31    |26       |5          |53        |60        |30      |{'kick', 'advanced', 'drunken', 'acrobatic'}   |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |6    |3    
'Advanced Acrobatic Drunken Knee'      |1        |0           |37    |29       |5          |43        |60        |30      |{'advanced', 'acrobatic', 'knee', 'drunken'}   |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |6    |1    
'Advanced Acrobatic Drunken Palm'      |2        |0           |28    |30       |4          |34        |41        |30      |{'advanced', 'drunken', 'acrobatic', 'palm'}   |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |6    |2    
'Advanced Acrobatic Drunken Punch'     |2        |0           |30    |28       |4          |35        |42        |30      |{'advanced', 'punch', 'drunken', 'acrobatic'}  |['cause_off_balance', 'do_agility_based_dam', 'do_strength_based_dam']                   |6    |3    
'Advanced Acrobatic Elbow'             |1        |0           |34    |29       |3          |48        |51        |25      |{'elbow', 'advanced', 'acrobatic'}             |['do_agility_based_dam', 'do_strength_based_dam']                                        |5    |1    
'Advanced Acrobatic Flying Claw'       |2        |-1          |26    |26       |4          |41        |42        |30      |{'flying', 'advanced', 'acrobatic', 'claw'}    |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                      |6    |1    
'Advanced Acrobatic Flying Elbow'      |2        |-1          |34    |29       |4          |56        |51        |30      |{'elbow', 'flying', 'advanced', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Flying Headbutt'   |2        |-1          |38    |28       |4          |42        |51        |30      |{'head', 'flying', 'advanced', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Flying Kick'       |4        |-1          |31    |26       |5          |63        |60        |35      |{'kick', 'flying', 'advanced', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |7    |2    
'Advanced Acrobatic Flying Knee'       |2        |-1          |37    |29       |5          |53        |60        |30      |{'advanced', 'flying', 'knee', 'acrobatic'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Flying Palm'       |3        |-1          |28    |30       |4          |41        |41        |30      |{'flying', 'advanced', 'acrobatic', 'palm'}    |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |1    
'Advanced Acrobatic Flying Punch'      |3        |-1          |30    |28       |4          |42        |42        |30      |{'flying', 'punch', 'advanced', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                        |6    |2    
'Advanced Acrobatic Headbutt'          |1        |0           |38    |28       |3          |35        |51        |25      |{'head', 'advanced', 'acrobatic'}              |['do_agility_based_dam', 'do_strength_based_dam']                                        |5    |1    
'Advanced Acrobatic Kick'              |3        |0           |31    |26       |4          |53        |60        |25      |{'kick', 'advanced', 'acrobatic'}              |['do_agility_based_dam', 'do_strength_based_dam']                                        |5    |3    

# name                                   |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                         |functions                                                                            |tier |freq 
'Advanced Acrobatic Knee'                |1        |0           |37    |29       |4          |43        |60        |25      |{'advanced', 'knee', 'acrobatic'}                |['do_agility_based_dam', 'do_strength_based_dam']                                    |5    |1    
'Advanced Acrobatic Nerve Claw'          |1        |0           |26    |26       |3          |34        |42        |35      |{'nerve', 'advanced', 'acrobatic', 'claw'}       |['cause_bleeding', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']    |7    |1    
'Advanced Acrobatic Nerve Elbow'         |1        |0           |34    |29       |3          |48        |51        |35      |{'elbow', 'nerve', 'advanced', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |7    |1    
'Advanced Acrobatic Nerve Headbutt'      |1        |0           |38    |28       |3          |35        |51        |35      |{'head', 'nerve', 'advanced', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |7    |1    
'Advanced Acrobatic Nerve Kick'          |3        |0           |31    |26       |4          |53        |60        |35      |{'kick', 'nerve', 'advanced', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |7    |3    
'Advanced Acrobatic Nerve Knee'          |1        |0           |37    |29       |4          |43        |60        |35      |{'advanced', 'nerve', 'knee', 'acrobatic'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |7    |1    
'Advanced Acrobatic Nerve Palm'          |2        |0           |28    |30       |3          |34        |41        |35      |{'nerve', 'advanced', 'acrobatic', 'palm'}       |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |7    |2    
'Advanced Acrobatic Nerve Punch'         |2        |0           |30    |28       |3          |35        |42        |35      |{'nerve', 'punch', 'advanced', 'acrobatic'}      |['do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam']                      |7    |3    
'Advanced Acrobatic Onslaught Claw'      |3        |-2          |26    |26       |4          |41        |60        |35      |{'onslaught', 'advanced', 'acrobatic', 'claw'}   |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                  |7    |1    
'Advanced Acrobatic Onslaught Elbow'     |3        |-2          |34    |29       |4          |56        |71        |35      |{'elbow', 'onslaught', 'advanced', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |7    |1    
'Advanced Acrobatic Onslaught Headbutt'  |3        |-2          |38    |28       |4          |42        |71        |35      |{'head', 'acrobatic', 'advanced', 'onslaught'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |7    |1    
'Advanced Acrobatic Onslaught Kick'      |3        |-2          |31    |26       |5          |63        |83        |35      |{'kick', 'onslaught', 'advanced', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |7    |2    
'Advanced Acrobatic Onslaught Knee'      |3        |-2          |37    |29       |5          |53        |83        |35      |{'advanced', 'onslaught', 'knee', 'acrobatic'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |7    |1    
'Advanced Acrobatic Onslaught Palm'      |4        |-2          |28    |30       |4          |41        |57        |35      |{'onslaught', 'advanced', 'acrobatic', 'palm'}   |['do_agility_based_dam', 'do_strength_based_dam']                                    |7    |1    
'Advanced Acrobatic Onslaught Punch'     |4        |-2          |30    |28       |4          |42        |60        |35      |{'onslaught', 'punch', 'advanced', 'acrobatic'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |7    |2    
'Advanced Acrobatic Palm'                |2        |0           |28    |30       |3          |34        |41        |25      |{'advanced', 'acrobatic', 'palm'}                |['do_agility_based_dam', 'do_strength_based_dam']                                    |5    |2    
'Advanced Acrobatic Punch'               |2        |0           |30    |28       |3          |35        |42        |25      |{'punch', 'advanced', 'acrobatic'}               |['do_agility_based_dam', 'do_strength_based_dam']                                    |5    |3    
'Advanced Acrobatic Retreating Claw'     |1        |1           |26    |26       |3          |39        |53        |30      |{'acrobatic', 'advanced', 'retreating', 'claw'}  |['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam']                  |6    |1    
'Advanced Acrobatic Retreating Elbow'    |1        |1           |34    |29       |3          |55        |64        |30      |{'elbow', 'advanced', 'acrobatic', 'retreating'} |['do_agility_based_dam', 'do_strength_based_dam']                                    |6    |1    
'Advanced Acrobatic Retreating Headbutt' |1        |1           |38    |28       |3          |41        |64        |30      |{'head', 'advanced', 'acrobatic', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |6    |1    
'Advanced Acrobatic Retreating Kick'     |3        |1           |31    |26       |4          |59        |75        |30      |{'kick', 'advanced', 'acrobatic', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |6    |2    
'Advanced Acrobatic Retreating Knee'     |1        |1           |37    |29       |4          |50        |75        |30      |{'advanced', 'knee', 'acrobatic', 'retreating'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |6    |1    
'Advanced Acrobatic Retreating Palm'     |2        |1           |28    |30       |3          |39        |51        |30      |{'acrobatic', 'advanced', 'retreating', 'palm'}  |['do_agility_based_dam', 'do_strength_based_dam']                                    |6    |1    
'Advanced Acrobatic Retreating Punch'    |2        |1           |30    |28       |3          |41        |53        |30      |{'punch', 'advanced', 'acrobatic', 'retreating'} |['do_agility_based_dam', 'do_strength_based_dam']                                    |6    |2    
'Advanced Acrobatic Shocking Claw'       |1        |0           |26    |26       |3          |34        |42        |35      |{'shocking', 'advanced', 'acrobatic', 'claw'}    |['cause_bleeding', 'do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam'] |7    |1    

# name                                  |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                        |functions                                                                          |tier |freq 
'Advanced Acrobatic Shocking Elbow'     |1        |0           |34    |29       |3          |48        |51        |35      |{'elbow', 'advanced', 'acrobatic', 'shocking'}  |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |7    |1    
'Advanced Acrobatic Shocking Headbutt'  |1        |0           |38    |28       |3          |35        |51        |35      |{'head', 'advanced', 'acrobatic', 'shocking'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |7    |1    
'Advanced Acrobatic Shocking Kick'      |3        |0           |31    |26       |4          |53        |60        |35      |{'kick', 'advanced', 'acrobatic', 'shocking'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |7    |3    
'Advanced Acrobatic Shocking Knee'      |1        |0           |37    |29       |4          |43        |60        |35      |{'advanced', 'knee', 'acrobatic', 'shocking'}   |['do_shock_move', 'do_agility_based_dam', 'do_strength_based_dam']                 |7    |1    
